Nome,Arquivados,Retirados,Tramitando,Aguardando,Total,Partido,Ano
LUIS TIBÉ,0,0,0,0,0,AVANTE,2007
NEWTON CARDOSO JR,0,0,0,0,0,MDB,2007
IGOR KANNÁRIO,0,0,0,0,0,PHS,2007
ALEXIS FONTEYNE,0,0,0,0,0,NOVO,2007
GENERAL PETERNELLI,0,0,0,0,0,PSL,2007
VILSON DA FETAEMG,0,0,0,0,0,PSB,2007
LÉO MORAES,0,0,0,0,0,PODE,2007
CORONEL TADEU,0,0,0,0,0,PSL,2007
FELÍCIO LATERÇA,0,0,0,0,0,PSL,2007
TIRIRICA,0,0,0,0,0,PL,2007
MERLONG SOLANO,0,0,0,0,0,PT,2007
KIM KATAGUIRI,0,0,0,0,0,DEM,2007
CHRIS TONIETTO,0,0,0,0,0,PSL,2007
BIA KICIS,0,0,0,0,0,PSL,2007
JOICE HASSELMANN,0,0,0,0,0,PSL,2007
CORONEL ARMANDO,0,0,0,0,0,PSL,2007
HERMES PARCIANELLO,0,0,0,0,0,MDB,2007
GUIGA PEIXOTO,0,0,0,0,0,PSL,2007
MARCIO ALVINO,0,0,0,0,0,PL,2007
LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,0,0,0,0,0,PSL,2007
RODRIGO MAIA,0,0,0,0,0,DEM,2007
GUSTAVO FRUET,0,0,1,0,1,PDT,2007
SÉRGIO BRITO,1,0,0,0,1,PSD,2007
DELEGADO WALDIR,0,0,0,0,0,PSL,2007
DR. LUIZ OVANDO,0,0,0,0,0,PSL,2007
CARLOS BEZERRA,1,0,11,10,22,MDB,2007
GREYCE ELIAS,0,0,0,0,0,AVANTE,2007
RODRIGO AGOSTINHO,0,0,0,0,0,PSB,2007
CAROLINE DE TONI,0,0,0,0,0,PSL,2007
ABOU ANNI,0,0,0,0,0,PSL,2007
JOSIAS GOMES,0,0,0,0,0,PT,2007
PROFESSOR ISRAEL BATISTA,0,0,0,0,0,PV,2007
FELIPE CARRERAS,0,0,0,0,0,PSB,2007
DANIEL TRZECIAK,0,0,0,0,0,PSDB,2007
CAPITÃO FÁBIO ABREU,0,0,0,0,0,PL,2007
RUBENS PEREIRA JÚNIOR,0,0,0,0,0,PCdoB,2007
ANÍBAL GOMES,0,0,1,0,1,DEM,2007
CABO JUNIO AMARAL,0,0,0,0,0,PSL,2007
NELSON BARBUDO,0,0,0,0,0,PSL,2007
ELIAS VAZ,0,0,0,0,0,PSB,2007
ADRIANA VENTURA,0,0,0,0,0,NOVO,2007
PAULO GANIME,0,0,0,0,0,NOVO,2007
GILSON MARQUES,0,0,0,0,0,NOVO,2007
FLÁVIA ARRUDA,0,0,0,0,0,PL,2007
VINICIUS POIT,0,0,0,0,0,NOVO,2007
LUIS MIRANDA,0,0,0,0,0,DEM,2007
MARCEL VAN HATTEM,0,0,0,0,0,NOVO,2007
JOSÉ NELTO,0,0,0,0,0,PODE,2007
COVATTI FILHO,0,0,0,0,0,PP,2007
PAES LANDIM,0,0,0,0,0,PTB,2007
PAULO EDUARDO MARTINS,0,0,0,0,0,PSC,2007
TIAGO MITRAUD,0,0,0,0,0,NOVO,2007
SIMPLÍCIO ARAÚJO,0,0,0,0,0,SOLIDARIEDADE,2007
SANDRO ALEX,0,0,0,0,0,PSD,2007
HERCÍLIO COELHO DINIZ,0,0,0,0,0,MDB,2007
OSMAR TERRA,0,0,0,0,0,MDB,2007
PAULO FOLETTO,0,0,0,0,0,PSB,2007
PAULA BELMONTE,0,0,0,0,0,CIDADANIA,2007
TEREZA CRISTINA,0,0,0,0,0,DEM,2007
MARCELO ÁLVARO ANTÔNIO,0,0,0,0,0,PSL,2007
ONYX LORENZONI,1,0,0,2,3,DEM,2007
BOSCO SARAIVA,0,0,0,0,0,SOLIDARIEDADE,2008
LUIZ CARLOS,1,0,3,0,4,PSDB,2008
DELEGADO ÉDER MAURO,0,0,0,0,0,PSD,2008
FERNANDO RODOLFO,0,0,0,0,0,PL,2008
MARRECA FILHO,0,0,0,0,0,PATRIOTA,2008
WELLINGTON ROBERTO,0,0,0,0,0,PL,2008
VANDER LOUBET,0,0,0,0,0,PT,2008
CLEBER VERDE,1,0,8,3,12,PRB,2008
FLAVIANO MELO,1,0,0,0,1,MDB,2008
FABIO REIS,0,0,0,0,0,MDB,2008
FÉLIX MENDONÇA JÚNIOR,0,0,0,0,0,PDT,2008
JHONATAN DE JESUS,0,0,0,0,0,PRB,2008
BETO PEREIRA,0,0,0,0,0,PSDB,2008
TADEU ALENCAR,0,0,0,0,0,PSB,2008
CÁSSIO ANDRADE,0,0,0,0,0,PSB,2008
JOÃO DANIEL,0,0,0,0,0,PT,2008
TONINHO WANDSCHEER,0,0,0,0,0,PROS,2008
ENIO VERRI,0,0,0,0,0,PT,2008
HÉLIO LEITE,0,0,0,0,0,DEM,2008
MARCELO RAMOS,0,0,0,0,0,PL,2008
PERPÉTUA ALMEIDA,1,0,0,0,1,PCdoB,2008
ANDRÉ FIGUEIREDO,0,0,0,0,0,PDT,2008
CELSO SABINO,0,0,0,0,0,PSDB,2008
HIRAN GONÇALVES,0,0,0,0,0,PP,2008
VAIDON OLIVEIRA,0,0,0,0,0,PROS,2008
OLIVAL MARQUES,0,0,0,0,0,DEM,2008
SILAS CÂMARA,1,0,2,5,8,PRB,2008
DAMIÃO FELICIANO,0,0,0,0,0,PDT,2008
JÉSSICA SALES,0,0,0,0,0,MDB,2008
ROBERTO DE LUCENA,0,0,0,0,0,PODE,2008
GONZAGA PATRIOTA,0,0,0,1,1,PSB,2008
CARLOS VERAS,0,0,0,0,0,PT,2008
EDIO LOPES,0,0,1,0,1,PL,2008
MARIA DO ROSÁRIO,1,0,0,0,1,PT,2008
CORONEL CHRISÓSTOMO,0,0,0,0,0,PSL,2008
FABIO SCHIOCHET,0,0,0,0,0,PSL,2008
LUIZIANNE LINS,0,0,0,0,0,PT,2008
NIVALDO ALBUQUERQUE,0,0,0,0,0,PTB,2008
NICOLETTI,0,0,0,0,0,PSL,2008
ALAN RICK,0,0,0,0,0,DEM,2008
RICARDO TEOBALDO,0,0,0,0,0,PODE,2008
GLEISI HOFFMANN,0,0,0,0,0,PT,2008
OSIRES DAMASO,0,0,0,0,0,PSC,2008
FLAVIO NOGUEIRA,0,0,0,0,0,PDT,2008
EDMILSON RODRIGUES,0,0,0,0,0,PSOL,2008
ULDURICO JUNIOR,0,0,0,0,0,PROS,2008
VICENTINHO JÚNIOR,0,0,0,0,0,PL,2008
DELEGADO PABLO,0,0,0,0,0,PSL,2008
MARX BELTRÃO,0,0,0,0,0,PSD,2008
NILTO TATTO,0,0,0,0,0,PT,2008
HILDO ROCHA,0,0,0,0,0,MDB,2008
VERMELHO,0,0,0,0,0,PSD,2008
NERI GELLER,0,0,0,0,0,PP,2008
DANIEL ALMEIDA,0,0,1,1,2,PCdoB,2008
ACÁCIO FAVACHO,0,0,0,0,0,PROS,2008
AIRTON FALEIRO,0,0,0,0,0,PT,2008
VINICIUS GURGEL,0,0,0,0,0,PL,2008
PR. MARCO FELICIANO,0,0,0,0,0,PODE,2008
DULCE MIRANDA,0,0,0,0,0,MDB,2008
JÚLIO CESAR,1,0,0,0,1,PSD,2008
PEDRO LUCAS FERNANDES,0,0,0,0,0,PTB,2008
JOSÉ PRIANTE,0,0,0,0,0,MDB,2008
MARGARETE COELHO,0,0,0,0,0,PP,2008
HEITOR FREIRE,0,0,0,0,0,PSL,2008
CÉLIO SILVEIRA,0,0,0,0,0,PSDB,2008
MARCELO NILO,0,0,0,0,0,PSB,2008
DOMINGOS NETO,0,0,0,0,0,PSD,2008
BETO ROSADO,0,0,0,0,0,PP,2008
LUIZ NISHIMORI,0,0,0,0,0,PL,2008
PAULO TEIXEIRA,0,1,1,0,2,PT,2008
ALINE GURGEL,0,0,0,0,0,PRB,2008
ÁTILA LINS,0,0,0,0,0,PP,2008
JOSÉ AIRTON FÉLIX CIRILO,0,0,1,0,1,PT,2008
BETO FARO,0,0,2,3,5,PT,2008
SILVIO COSTA FILHO,0,0,0,0,0,PRB,2008
SAMUEL MOREIRA,0,0,0,0,0,PSDB,2008
CAPITÃO AUGUSTO,0,0,0,0,0,PL,2008
PROFESSOR ALCIDES,0,0,0,0,0,PP,2008
EUCLYDES PETTERSEN,0,0,0,0,0,PSC,2008
JULIAN LEMOS,0,0,0,0,0,PSL,2008
BILAC PINTO,0,0,0,0,0,DEM,2008
IGOR TIMO,0,0,0,0,0,PODE,2008
AFONSO MOTTA,0,0,0,0,0,PDT,2008
JOSÉ GUIMARÃES,1,0,1,0,2,PT,2008
RUY CARNEIRO,0,0,0,0,0,PSDB,2008
JERÔNIMO GOERGEN,0,0,0,0,0,PP,2008
ARTHUR OLIVEIRA MAIA,0,0,0,0,0,DEM,2008
ROBÉRIO MONTEIRO,0,0,0,0,0,PDT,2008
LEONARDO MONTEIRO,0,0,0,0,0,PT,2008
MÁRCIO MARINHO,0,0,0,0,0,PRB,2008
NELSON PELLEGRINO,1,0,0,1,2,PT,2008
GIACOBO,1,0,0,0,1,PL,2008
VINICIUS CARVALHO,0,0,3,2,5,PRB,2008
VAVÁ MARTINS,0,0,0,0,0,PRB,2008
GIL CUTRIM,0,0,0,0,0,PDT,2008
PAULO BENGTSON,0,0,0,0,0,PTB,2008
DARCI DE MATOS,0,0,0,0,0,PSD,2008
PATRUS ANANIAS,0,0,0,0,0,PT,2008
DAGOBERTO NOGUEIRA,0,0,0,0,0,PDT,2008
JORGE SOLLA,0,0,0,0,0,PT,2008
ROBERTO ALVES,0,0,0,0,0,PRB,2008
REINHOLD STEPHANES JUNIOR,0,0,0,0,0,PSD,2008
EVANDRO ROMAN,0,0,0,0,0,PSD,2008
SHÉRIDAN,0,0,0,0,0,PSDB,2008
ELMAR NASCIMENTO,0,0,0,0,0,DEM,2008
SEVERINO PESSOA,0,0,0,0,0,PRB,2008
RUBENS OTONI,0,0,0,0,0,PT,2008
RAFAEL MOTTA,0,0,0,0,0,PSB,2008
FERNANDO MONTEIRO,0,0,0,0,0,PP,2008
FREI ANASTACIO RIBEIRO,0,0,0,0,0,PT,2008
CHRISTIANE DE SOUZA YARED,0,0,0,0,0,PL,2008
MISAEL VARELLA,0,0,0,0,0,PSD,2008
LUCAS VERGILIO,0,0,0,0,0,SOLIDARIEDADE,2008
ELI CORRÊA FILHO,0,0,0,0,0,DEM,2008
BALEIA ROSSI,0,0,0,0,0,MDB,2008
JANDIRA FEGHALI,0,0,0,0,0,PCdoB,2008
JOÃO MAIA,0,0,0,0,0,PL,2008
JOÃO MARCELO SOUZA,0,0,0,0,0,MDB,2008
GELSON AZEVEDO,0,0,0,0,0,PL,2008
TEREZA NELMA,0,0,0,0,0,PSDB,2008
VINICIUS FARAH,0,0,0,0,0,MDB,2008
ALCEU MOREIRA,0,0,0,0,0,MDB,2008
LEÔNIDAS CRISTINO,0,0,0,0,0,PDT,2008
MAURÍCIO DZIEDRICKI,0,0,0,0,0,PTB,2008
VANDERLEI MACRIS,0,0,0,1,1,PSDB,2008
EDUARDO CURY,0,0,0,0,0,PSDB,2008
RONALDO CARLETTO,0,0,0,0,0,PP,2008
ANTONIO BRITO,0,0,0,0,0,PSD,2008
ZÉ SILVA,0,0,0,0,0,SOLIDARIEDADE,2008
MARCON,0,0,0,1,1,PT,2008
JOÃO CAMPOS,1,0,1,0,2,PRB,2008
MÁRCIO LABRE,0,0,0,0,0,PSL,2008
EXPEDITO NETTO,0,0,0,0,0,PSD,2008
WILSON SANTIAGO,0,0,0,0,0,PTB,2008
MARÍLIA ARRAES,0,0,0,0,0,PT,2008
SERGIO SOUZA,0,0,0,0,0,MDB,2008
JESUS SÉRGIO,0,0,0,0,0,PDT,2008
MÁRCIO BIOLCHI,0,0,0,0,0,MDB,2008
MARA ROCHA,0,0,0,0,0,PSDB,2008
HUGO MOTTA,0,0,0,0,0,PRB,2008
ANDRÉ ABDON,0,0,0,0,0,PP,2008
ALEX MANENTE,0,0,0,0,0,CIDADANIA,2008
DARCÍSIO PERONDI,0,0,0,0,0,MDB,2008
BOHN GASS,0,0,0,0,0,PT,2008
DANIEL FREITAS,0,0,0,0,0,PSL,2008
EROS BIONDINI,0,0,0,0,0,PROS,2008
LINCOLN PORTELA,0,0,5,1,6,PL,2008
ALEX SANTANA,0,0,0,0,0,PDT,2008
AUGUSTO COUTINHO,0,0,0,0,0,SOLIDARIEDADE,2008
DOMINGOS SÁVIO,0,0,0,0,0,PSDB,2008
ANDRÉ DE PAULA,0,0,0,0,0,PSD,2008
WALTER ALVES,0,0,0,0,0,MDB,2008
CARLOS SAMPAIO,0,0,0,0,0,PSDB,2008
BACELAR,0,0,0,0,0,PODE,2008
GEOVANIA DE SÁ,0,0,0,0,0,PSDB,2008
SILVIA CRISTINA,0,0,0,0,0,PDT,2008
CLAUDIO CAJADO,1,0,0,0,1,PP,2008
MÁRIO NEGROMONTE JR.,0,0,0,0,0,PP,2008
ORLANDO SILVA,0,0,0,0,0,PCdoB,2008
GENINHO ZULIANI,0,0,0,0,0,DEM,2008
RAUL HENRY,0,0,0,0,0,MDB,2008
ROSANGELA GOMES,0,0,0,0,0,PRB,2008
NEREU CRISPIM,0,0,0,0,0,PSL,2008
MANUEL MARCOS,0,0,0,0,0,PRB,2008
CACÁ LEÃO,0,0,0,0,0,PP,2008
VITOR LIPPI,0,0,0,0,0,PSDB,2008
POMPEO DE MATTOS,1,0,2,0,3,PDT,2008
TALÍRIA PETRONE,0,0,0,0,0,PSOL,2008
MÁRIO HERINGER,1,0,1,0,2,PDT,2008
VALMIR ASSUNÇÃO,0,0,0,0,0,PT,2008
CARLOS HENRIQUE GAGUIM,0,0,0,0,0,DEM,2008
CRISTIANO VALE,0,0,0,0,0,PL,2008
ZÉ VITOR,0,0,0,0,0,PL,2008
FAUSTO PINATO,0,0,0,0,0,PP,2008
TIAGO DIMAS,0,0,0,0,0,SOLIDARIEDADE,2008
FÁBIO MITIDIERI,0,0,0,0,0,PSD,2008
ERIKA KOKAY,0,0,0,0,0,PT,2008
PEDRO UCZAI,0,0,0,0,0,PT,2008
BOCA ABERTA,0,0,0,0,0,PROS,2008
JUSCELINO FILHO,0,0,0,0,0,DEM,2008
PROFESSORA ROSA NEIDE,0,0,0,0,0,PT,2008
CAMILO CAPIBERIBE,0,0,0,0,0,PSB,2008
LEUR LOMANTO JÚNIOR,0,0,0,0,0,DEM,2008
MARCELO FREIXO,0,0,0,0,0,PSOL,2008
GUILHERME DERRITE,0,0,0,0,0,PP,2008
REGINALDO LOPES,0,0,0,1,1,PT,2008
PEDRO WESTPHALEN,0,0,0,0,0,PP,2008
JAQUELINE CASSOL,0,0,0,0,0,PP,2008
ABÍLIO SANTANA,0,0,0,0,0,PL,2008
FÁBIO HENRIQUE,0,0,0,0,0,PDT,2008
JOAQUIM PASSARINHO,0,0,0,0,0,PSD,2008
DIMAS FABIANO,0,0,0,0,0,PP,2008
MARCOS AURÉLIO SAMPAIO,0,0,0,0,0,MDB,2008
JÚLIO DELGADO,0,0,3,1,4,PSB,2008
EVAIR VIEIRA DE MELO,0,0,0,0,0,PP,2008
JHC,0,0,0,0,0,PSB,2008
PAULO ABI-ACKEL,1,0,3,1,5,PSDB,2008
JOSÉ NUNES,0,0,0,0,0,PSD,2008
PAULO FREIRE COSTA,0,0,0,0,0,PL,2008
JOSÉ ROCHA,1,0,0,0,1,PL,2008
LUCIANO DUCCI,0,0,0,0,0,PSB,2008
PAULO GUEDES,0,0,0,0,0,PT,2008
CELSO MALDANER,0,0,2,0,2,MDB,2008
NILSON PINTO,0,0,0,0,0,PSDB,2008
RUBENS BUENO,0,0,0,0,0,CIDADANIA,2008
DAVID SOARES,0,0,0,0,0,DEM,2008
DENIS BEZERRA,0,0,0,0,0,PSB,2008
RENATA ABREU,0,0,0,0,0,PODE,2008
JOSÉ RICARDO,0,0,0,0,0,PT,2008
MARLON SANTOS,0,0,0,0,0,PDT,2008
VALDEVAN NOVENTA,0,0,0,0,0,PSC,2008
AFONSO HAMM,0,0,1,1,2,PP,2008
ZECA DIRCEU,0,0,0,0,0,PT,2008
GUSTINHO RIBEIRO,0,0,0,0,0,SOLIDARIEDADE,2008
BENEDITA DA SILVA,0,0,0,0,0,PT,2008
ALICE PORTUGAL,1,0,0,1,2,PCdoB,2008
PAULO PIMENTA,0,0,0,0,0,PT,2008
GIOVANI CHERINI,0,0,0,0,0,PL,2008
ALESSANDRO MOLON,0,0,0,0,0,PSB,2008
AROLDO MARTINS,0,0,0,0,0,PRB,2008
ALIEL MACHADO,0,0,0,0,0,PSB,2008
AFONSO FLORENCE,0,0,0,0,0,PT,2008
ALEXANDRE PADILHA,0,0,0,0,0,PT,2008
DRA. VANDA MILANI,0,0,0,0,0,SOLIDARIEDADE,2008
IDILVAN ALENCAR,0,0,0,0,0,PDT,2008
JÚNIOR MANO,0,0,0,0,0,PL,2008
ODAIR CUNHA,0,0,0,0,0,PT,2008
NATÁLIA BONAVIDES,0,0,0,0,0,PT,2008
TITO,0,0,0,0,0,AVANTE,2008
CAPITÃO WAGNER,0,0,0,0,0,PROS,2008
ALINE SLEUTJES,0,0,0,0,0,PSL,2008
ÁTILA LIRA,0,0,0,0,0,PSB,2008
FELIPE FRANCISCHINI,0,0,0,0,0,PSL,2008
MARGARIDA SALOMÃO,0,0,0,0,0,PT,2008
DANRLEI DE DEUS HINTERHOLZ,0,0,0,0,0,PSD,2008
PAULO AZI,0,0,0,0,0,DEM,2008
SEBASTIÃO OLIVEIRA,0,0,0,0,0,PL,2008
ANGELA AMIN,1,0,0,1,2,PP,2008
PROFESSOR JOZIEL,0,0,0,0,0,PSL,2008
DR. JAZIEL,0,0,0,0,0,PL,2008
MARINA SANTOS,0,0,0,0,0,SOLIDARIEDADE,2008
JUNINHO DO PNEU,0,0,0,0,0,DEM,2008
FLORDELIS,0,0,0,0,0,PSD,2008
EDILÁZIO JÚNIOR,0,0,0,0,0,PSD,2008
ROBERTO PESSOA,0,0,0,0,0,PSDB,2008
PROFESSORA DAYANE PIMENTEL,0,0,0,0,0,PSL,2008
JOÃO H. CAMPOS,0,0,0,0,0,PSB,2008
FÁBIO FARIA,0,0,0,0,0,PSD,2008
ADRIANO DO BALDY,0,0,0,0,0,PP,2008
WALDENOR PEREIRA,0,0,0,0,0,PT,2008
OTONI DE PAULA,0,0,0,0,0,PSC,2008
GLAUSTIN FOKUS,0,0,0,0,0,PSC,2008
EDUARDO COSTA,0,0,0,0,0,PTB,2008
PADRE JOÃO,0,0,0,0,0,PT,2008
RICARDO IZAR,1,0,1,0,2,PP,2008
PAULÃO,0,0,0,0,0,PT,2008
CAPITÃO ALBERTO NETO,0,0,0,0,0,PRB,2008
GENECIAS NORONHA,0,0,0,0,0,SOLIDARIEDADE,2008
GUILHERME MUSSI,0,0,0,0,0,PP,2008
HENRIQUE FONTANA,1,0,0,0,1,PT,2008
DANIEL SILVEIRA,0,0,0,0,0,PSL,2008
MARCOS PEREIRA,0,0,0,0,0,PRB,2008
CLARISSA GAROTINHO,0,0,0,0,0,PROS,2008
AJ ALBUQUERQUE,0,0,0,0,0,PP,2008
WOLNEY QUEIROZ,0,0,0,0,0,PDT,2008
OTACI NASCIMENTO,0,0,0,0,0,SOLIDARIEDADE,2008
HERCULANO PASSOS,0,0,0,0,0,MDB,2008
LUCIO MOSQUINI,0,0,0,0,0,MDB,2008
ZÉ CARLOS,0,0,0,0,0,PT,2008
DANIEL COELHO,0,0,0,0,0,CIDADANIA,2008
GILBERTO NASCIMENTO,0,0,0,0,0,PSC,2008
RODRIGO DE CASTRO,0,0,0,0,0,PSDB,2008
EDNA HENRIQUE,0,0,0,0,0,PSDB,2008
ALEXANDRE SERFIOTIS,0,0,0,0,0,PSD,2008
MARCELO BRUM,0,0,0,0,0,PSL,2008
JOSEILDO RAMOS,0,0,0,0,0,PT,2008
GURGEL,0,0,0,0,0,PSL,2008
GUTEMBERG REIS,0,0,0,0,0,MDB,2008
DIEGO GARCIA,0,0,0,0,0,PODE,2008
CARLOS ZARATTINI,0,0,3,2,5,PT,2008
IRACEMA PORTELLA,0,0,0,0,0,PP,2008
HAROLDO CATHEDRAL,0,0,0,0,0,PSD,2008
JEFFERSON CAMPOS,1,0,0,1,2,PSB,2008
ALÊ SILVA,0,0,0,0,0,PSL,2008
SERGIO VIDIGAL,0,0,0,0,0,PDT,2008
MAURO LOPES,0,0,0,0,0,MDB,2008
MARIA ROSAS,0,0,0,0,0,PRB,2008
RUI FALCÃO,0,0,0,0,0,PT,2008
MAGDA MOFATTO,0,0,0,0,0,PL,2008
ALUISIO MENDES,0,0,0,0,0,PODE,2008
CARLOS JORDY,0,0,0,0,0,PSL,2008
RICARDO BARROS,0,0,0,0,0,PP,2008
GLAUBER BRAGA,0,0,0,0,0,PSOL,2008
SUBTENENTE GONZAGA,0,0,0,0,0,PDT,2008
CEZINHA DE MADUREIRA,0,0,0,0,0,PSD,2008
SANTINI,0,0,0,0,0,PTB,2008
ROGÉRIO PENINHA MENDONÇA,0,0,0,0,0,MDB,2008
PASTOR EURICO,0,0,0,0,0,PATRIOTA,2008
DANIELA DO WAGUINHO,0,0,0,0,0,MDB,2008
TABATA AMARAL,0,0,0,0,0,PDT,2008
PEDRO PAULO,0,0,0,0,0,DEM,2008
VALTENIR PEREIRA,0,0,0,0,0,MDB,2008
ALTINEU CÔRTES,0,0,0,0,0,PL,2008
FERNANDO COELHO FILHO,0,0,1,0,1,DEM,2008
JOSIMAR MARANHÃOZINHO,0,0,0,0,0,PL,2008
DA VITORIA,0,0,0,0,0,CIDADANIA,2008
CARLOS CHIODINI,0,0,0,0,0,MDB,2008
OSSESIO SILVA,0,0,0,0,0,PRB,2008
CHARLES FERNANDES,0,0,0,0,0,PSD,2008
LAFAYETTE DE ANDRADA,0,0,0,0,0,PRB,2008
RAIMUNDO COSTA,0,0,0,0,0,PL,2008
MOSES RODRIGUES,0,0,0,0,0,MDB,2008
AGUINALDO RIBEIRO,0,0,0,0,0,PP,2008
CHARLLES EVANGELISTA,0,0,0,0,0,PSL,2008
WLADIMIR GAROTINHO,0,0,0,0,0,PSD,2008
DR. LUIZ ANTONIO TEIXEIRA JR.,0,0,0,0,0,PP,2008
ARNALDO JARDIM,0,0,1,2,3,CIDADANIA,2008
SÓSTENES CAVALCANTE,0,0,0,0,0,DEM,2008
CELSO RUSSOMANNO,1,0,2,1,4,PRB,2008
SÂMIA BOMFIM,0,0,0,0,0,PSOL,2008
LEANDRE,0,0,0,0,0,PV,2008
LUISA CANZIANI,0,0,0,0,0,PTB,2008
LUIZÃO GOULART,0,0,0,0,0,PRB,2008
FERNANDA MELCHIONNA,0,0,0,0,0,PSOL,2008
HELDER SALOMÃO,0,0,0,0,0,PT,2008
REJANE DIAS,0,0,0,0,0,PT,2008
CÉLIO MOURA,0,0,0,0,0,PT,2008
MÁRCIO JERRY,0,0,0,0,0,PCdoB,2008
PEDRO AUGUSTO BEZERRA,0,0,0,0,0,PTB,2008
DELEGADO MARCELO FREITAS,0,0,0,0,0,PSL,2008
LOESTER TRUTIS,0,0,0,0,0,PSL,2008
EFRAIM FILHO,0,0,0,0,0,DEM,2008
MILTON VIEIRA,0,0,0,0,0,PRB,2008
VICENTINHO,0,0,1,0,1,PT,2008
LAERCIO OLIVEIRA,1,0,2,1,4,PP,2008
ALEXANDRE LEITE,0,0,0,0,0,DEM,2008
FILIPE BARROS,0,0,0,0,0,PSL,2008
LÍDICE DA MATA,0,0,0,0,0,PSB,2008
CARLA ZAMBELLI,0,0,0,0,0,PSL,2008
JOÃO CARLOS BACELAR,0,0,0,0,0,PL,2008
ROSE MODESTO,0,0,0,0,0,PSDB,2008
CHRISTINO AUREO,0,0,0,0,0,PP,2008
IVAN VALENTE,0,0,0,1,1,PSOL,2008
JUAREZ COSTA,0,0,0,0,0,MDB,2008
CARMEN ZANOTTO,0,0,0,0,0,CIDADANIA,2008
HUGO LEAL,1,0,3,0,4,PSD,2008
FRANCISCO JR.,0,0,0,0,0,PSD,2008
ROGÉRIO CORREIA,0,0,0,0,0,PT,2008
PAULO PEREIRA DA SILVA,0,0,0,0,0,SOLIDARIEDADE,2008
PINHEIRINHO,0,0,0,0,0,PP,2008
LUIZA ERUNDINA,0,0,0,1,1,PSOL,2008
PROFESSORA MARCIVANIA,0,0,0,0,0,PCdoB,2008
EDUARDO BISMARCK,0,0,0,0,0,PDT,2008
SCHIAVINATO,0,0,0,0,0,PP,2008
GASTÃO VIEIRA,0,0,0,0,0,PROS,2008
ASSIS CARVALHO,0,0,0,0,0,PT,2008
ENRICO MISASI,0,0,0,0,0,PV,2008
EDUARDO BRAIDE,0,0,0,0,0,PMN,2008
FRED COSTA,0,0,0,0,0,PATRIOTA,2008
FLÁVIA MORAIS,0,0,0,0,0,PDT,2008
FÁBIO RAMALHO,0,0,0,0,0,MDB,2008
TED CONTI,0,0,0,0,0,PSB,2008
ELCIONE BARBALHO,0,0,3,4,7,MDB,2008
JÚNIOR BOZZELLA,0,0,0,0,0,PSL,2008
MARCELO ARO,0,0,0,0,0,PP,2008
SANDERSON,0,0,0,0,0,PSL,2008
EDUARDO BOLSONARO,0,0,0,0,0,PSL,2008
LEDA SADALA,0,0,0,0,0,AVANTE,2008
MAJOR FABIANA,0,0,0,0,0,PSL,2008
LUIZ ANTÔNIO CORRÊA,0,0,0,0,0,S.PART.,2008
SORAYA SANTOS,0,0,0,0,0,PL,2008
AÉCIO NEVES,0,0,0,0,0,PSDB,2008
JOÃO ROMA,0,0,0,0,0,PRB,2008
PEDRO CUNHA LIMA,0,0,0,0,0,PSDB,2008
ALENCAR SANTANA BRAGA,0,0,0,0,0,PT,2008
MARIANA CARVALHO,0,0,0,0,0,PSDB,2008
JULIO CESAR RIBEIRO,0,0,0,0,0,PRB,2008
EDUARDO DA FONTE,0,0,2,0,2,PP,2008
BIA CAVASSA,0,0,0,0,0,PSDB,2008
DR. FREDERICO,0,0,0,0,0,PATRIOTA,2008
CARLOS GOMES,0,0,0,0,0,PRB,2008
AUREO RIBEIRO,0,0,0,0,0,SOLIDARIEDADE,2008
ÁUREA CAROLINA,0,0,0,0,0,PSOL,2008
ANDRÉ FUFUCA,0,0,0,0,0,PP,2008
RENILDO CALHEIROS,0,0,0,0,0,PCdoB,2008
DANILO CABRAL,0,0,0,0,0,PSB,2008
PROFESSORA DORINHA SEABRA REZENDE,0,0,0,0,0,DEM,2008
ARTHUR LIRA,0,0,0,0,0,PP,2008
BOSCO COSTA,0,0,0,0,0,PL,2008
DELEGADO ANTÔNIO FURTADO,0,0,0,0,0,PSL,2008
FÁBIO TRAD,0,0,0,0,0,PSD,2008
JOENIA WAPICHANA,0,0,0,0,0,REDE,2008
DR. ZACHARIAS CALIL,0,0,0,0,0,DEM,2008
EDUARDO BARBOSA,0,0,1,1,2,PSDB,2008
DIEGO ANDRADE,0,0,0,0,0,PSD,2008
DRA. SORAYA MANATO,0,0,0,0,0,PSL,2008
BRUNA FURLAN,0,0,0,0,0,PSDB,2008
DAVID MIRANDA,0,0,0,0,0,PSOL,2008
OTTO ALENCAR FILHO,0,0,0,0,0,PSD,2008
ZÉ NETO,0,0,0,0,0,PT,2008
PAULO MAGALHÃES,0,0,0,0,0,PSD,2008
JORGE BRAZ,0,0,0,0,0,PRB,2008
MIGUEL LOMBARDI,0,0,0,0,0,PL,2008
HEITOR SCHUCH,0,0,0,0,0,PSB,2008
TÚLIO GADÊLHA,0,0,0,0,0,PDT,2008
SIDNEY LEITE,0,0,0,0,0,PSD,2008
CÉLIO STUDART,0,0,0,0,0,PV,2008
BIRA DO PINDARÉ,0,0,0,0,0,PSB,2008
ANDRÉ JANONES,0,0,0,0,0,AVANTE,2008
CELINA LEÃO,0,0,0,0,0,PP,2008
